"scenario","mean_economic_loss","mean_insured_loss","mean_protection_gap","protection_gap_pct","VaR_95","VaR_99"
"Japan_Baseline",35.1452284750947,14.9367221019152,20.2085063731794,55.91875,41.7694608049637,53.2163515609749
"Bangladesh_Baseline",3.64428770856926,0.255100139599848,3.38918756896941,89.8845,7.85123219281076,10.7227409319396
"Bangladesh_Low",3.64428770856926,0.382650209399772,3.26163749916948,86.50175,7.55575571243616,10.319196918372
"Bangladesh_Medium",3.64428770856926,0.63775034899962,3.00653735956964,79.73625,6.96480275168696,9.51210889123674
"Bangladesh_High",3.64428770856926,0.892850488599468,2.75143721996979,72.97075,6.37384979093776,8.7050208641015
"Bangladesh_Japan_Like",3.64428770856926,1.27550069799924,2.36878701057002,62.8225,5.48742034981397,7.49438882339864
